TaxonId	Svenskt namn	Vetenskapligt namn	Organismgrupp	Kategori	Observationer	Landskapstyp	Rödlistekategori	Rödlistekriterium
100478	pärlbi	Biastes truncatus	stekel, insekt	Art	105	Jordbrukslandskap (J) - Stor betydelse	VU	B2ab(ii,iii,iv,v)
1778	fjällig knopplav	Biatora fallax	svamp, lav	Art	32	Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse	VU	A2bc+4bc
6005097	ögonknopplav	Biatora ligni-mollis	svamp, lav	Art	7	Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse	DD	
6006478	stiftknopplav	Biatora veteranorum	svamp, lav	Art	30	Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse	DD	
145	klosterlav	Biatoridium monasteriense	svamp, lav	Art	1352	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	A3bc+4bc
102067	svartbent hårmygga	Bibio fulvicollis	tvåvinge, insekt	Art	14	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse	VU	B2ab(i,ii,iii,iv,v)
6009990		Bibio lautaretensis	tvåvinge, insekt	Art	0	Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse	DD	
102068	mjölkvingad hårmygga	Bibio leucopterus	tvåvinge, insekt	Art	2	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	DD	
249886		Bibio siebkei	tvåvinge, insekt	Art	6	Fjäll (F) - Stor betydelse	DD	
102069	smalbent hårmygga	Bibio venosus	tvåvinge, insekt	Art	5	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse	NT	B1ac(iv)+2ac(iv)
100479		Bibloplectus minutissimus	skalbaggar, insekt	Art	1	Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse	DD	
102199		Bibloporus mayeti	skalbaggar, insekt	Art	11	Skog (S) - Stor betydelse	VU	B1ab(iii)+2ab(iii)
100480		Bibloporus ultimus	skalbaggar, insekt	Art	23	Skog (S) - Stor betydelse	VU	B1ab(iii)+2ab(iii)
100481	bandad brandsvampbagge	Biphyllus lunatus	skalbaggar, insekt	Art	29	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	B2ab(iii,iv)c(iv)
147	linddyna	Biscogniauxia cinereolilacina	svamp	Art	575	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse	VU	D1
1969	kantdyna	Biscogniauxia marginata	svamp	Art	122	Skog (S) - Stor betydelse	NT	D1
1970	skorpdyna	Biscogniauxia nummularia	svamp	Art	5	Skog (S) - Stor betydelse	DD	
102705	östlig snytessnäcka	Bithynia transsilvanica	blötdjur	Art	1	Sötvatten (L) - Stor betydelse	VU	D2
100483	gransvartbagge	Bius thoracicus	skalbaggar, insekt	Art	117	Skog (S) - Stor betydelse	VU	B2ab(iii,iv)
100484	klumpigt dödsbud	Blaps lethifera	skalbaggar, insekt	Art	82	Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	EN	B2ab(iii,iv)
100485	vanligt dödsbud	Blaps mortisaga	skalbaggar, insekt	Art	151	Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	EN	B2ab(iii,iv)
257108	tät korallorangelav	Blastenia coralliza	svamp, lav	Art	156	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	VU	A3bc+4bc
228430	rostorangelav	Blastenia ferruginea	svamp, lav	Art	201	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	VU	A3bcd
1788	vedorangelav	Blastenia furfuracea	svamp, lav	Art	180	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse	EN	A2bc+3bc+4bc
100493		Bledius atricapillus	skalbaggar, insekt	Art	45	Havsstrand (H) - Stor betydelse, Urban miljö (U) - Har betydelse	EN	B1ab(iii)c(iv)+2ab(iii)c(iv)
100486		Bledius baudii	skalbaggar, insekt	Art	19	Havsstrand (H) - Stor betydelse	VU	B1ab(iii)+2ab(iii)
210140		Bledius defensus	skalbaggar, insekt	Art	17	Våtmark (V) - Stor betydelse	NT	B2b(iii)
104501		Bledius diota	skalbaggar, insekt	Art	51	Havsstrand (H) - Stor betydelse	NT	B2ab(iii)
100488		Bledius erraticus	skalbaggar, insekt	Art	71	Havsstrand (H) - Stor betydelse, Våtmark (V) - Stor betydelse, Urban miljö (U) - Har betydelse	VU	B2ab(iii)
104513		Bledius filipes	skalbaggar, insekt	Art	33	Havsstrand (H) - Stor betydelse	VU	B2ab(iii)c(iv)
104518		Bledius fontinalis	skalbaggar, insekt	Art	7	Våtmark (V) - Stor betydelse	NT	B2b(iii)
100489		Bledius furcatus	skalbaggar, insekt	Art	49	Havsstrand (H) - Stor betydelse	VU	B1ab(iii)+2ab(iii)
100491		Bledius littoralis	skalbaggar, insekt	Art	38	Våtmark (V) - Stor betydelse, Urban miljö (U) - Har betydelse	NT	B2b(iii)
104515		Bledius longulus	skalbaggar, insekt	Art	155	Våtmark (V) - Stor betydelse, Urban miljö (U) - Har betydelse	NT	B2ab(iii)
100492		Bledius nanus	skalbaggar, insekt	Art	96	Havsstrand (H) - Stor betydelse, Våtmark (V) - Stor betydelse, Urban miljö (U) - Har betydelse	VU	B2b(iii)c(iv)
100494		Bledius procerulus	skalbaggar, insekt	Art	7	Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	VU	B1ab(iii)+2ab(iii)
100490		Bledius spectabilis	skalbaggar, insekt	Art	9	Havsstrand (H) - Stor betydelse	NT	B1ab(iii)+2ab(iii)
104520		Bledius tibialis	skalbaggar, insekt	Art	54	Havsstrand (H) - Stor betydelse, Våtmark (V) - Stor betydelse	NT	B2ab(iii)
200443	svart stubblomfluga	Blera eoa	tvåvinge, insekt	Art	1	Skog (S) - Stor betydelse	EN	B1ab(iii)c(iv)+2ab(iii)c(iv)
232780	tjockväggig stjärntarmalg	Blidingia chadefaudii	alg	Art	1	Marin miljö (M) - Stor betydelse	DD	
220711	lungrot	Blitum bonus-henricus	kärlväxt	Art	6998	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse	VU	A2bc
222738	plattsäv	Blysmus compressus	kärlväxt	Art	3204	Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse	VU	A2bc
222237	rödsäv	Blysmus rufus	kärlväxt	Art	2231	Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse	VU	A2bc
102176	heddyngbagge	Bodilopsis sordida	skalbaggar, insekt	Art	393	Jordbrukslandskap (J) - Stor betydelse	NT	B2ab(iii)c(iv)
6033479	bredhuvad kamnuding	Bohuslania matsmichaeli	blötdjur	Art	5	Marin miljö (M) - Stor betydelse	VU	D2
149	tallgråticka	Boletopsis grisea	svamp	Art	2149	Skog (S) - Stor betydelse	VU	A2c+3c+4c
150	grangråticka	Boletopsis leucomelaena	svamp	Art	1662	Skog (S) - Stor betydelse	VU	A2c+3c+4c
100496		Bolitochara tecta	skalbaggar, insekt	Art	28	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	VU	B1ab(iii)+2ab(iii)
240275		Bolopus furcatus	tvåvinge, insekt	Art	1	Skog (S) - Stor betydelse	NT	B2ab(i,ii,iv)
102396	dvärgpärlemorfjäril	Boloria improba	fjäril, insekt	Art	335	Fjäll (F) - Stor betydelse	VU	B1ab(iii,v)c(iv)+2ab(iii,v)c(iv)
102397	högnordisk pärlemorfjäril	Boloria polaris	fjäril, insekt	Art	55	Fjäll (F) - Stor betydelse	EN	B1ab(iii,v)c(iv)+2ab(iii,v)c(iv)
248566	blockmattvävare	Bolyphantes punctulatus	palpkäke	Art	2	Fjäll (F) - Stor betydelse	NT	B2ab(iii)
163	långgömming	Bombardia bombarda	svamp	Art	21	Skog (S) - Stor betydelse	NT	D1
103266	alphumla	Bombus alpinus	stekel, insekt	Art	160	Fjäll (F) - Stor betydelse	NT	B2b(ii,iii,v)c(iv)
103267	fjällhumla	Bombus balteatus	stekel, insekt	Art	276	Fjäll (F) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse	NT	A2b
102700	stäpphumla	Bombus cullumanus	stekel, insekt	Art	29	Jordbrukslandskap (J) - Stor betydelse	RE	
102701	klöverhumla	Bombus distinguendus	stekel, insekt	Art	723	Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse	NT	A2bc
103268	tundrahumla	Bombus hyperboreus	stekel, insekt	Art	135	Fjäll (F) - Stor betydelse	NT	A2b; B2b(i,ii,iii,v)c(iv)
103274	lapphumla	Bombus lapponicus	stekel, insekt	Art	357	Fjäll (F) - Stor betydelse, Skog (S) - Stor betydelse	NT	A2b
103275	berghumla	Bombus monticola	stekel, insekt	Art	377	Fjäll (F) - Stor betydelse, Skog (S) - Stor betydelse	NT	A2b
102702	mosshumla	Bombus muscorum	stekel, insekt	Art	642	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse, Skog (S) - Har betydelse, Våtmark (V) - Har betydelse	NT	C1
103264	frukthumla	Bombus pomorum	stekel, insekt	Art	0	Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse	RE	
103269	polarhumla	Bombus pyrrhopygus	stekel, insekt	Art	166	Fjäll (F) - Stor betydelse	NT	A2b; B2b(ii,iii,v)c(iv)
103263	fälthumla	Bombus ruderatus	stekel, insekt	Art	70	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse	RE	
102704	sandhumla	Bombus veteranus	stekel, insekt	Art	24	Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse	VU	D1
100498		Borboropora kraatzii	skalbaggar, insekt	Art	9	Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse	NT	B2b(iii)
6001729	kalstjärtsnuding	Borealea nobilis	blötdjur	Art	3	Marin miljö (M) - Stor betydelse	VU	D2
102796		Boreotrophon clavatus	blötdjur	Art	0	Marin miljö (M) - Stor betydelse	VU	D2
102795	vindeltornsnäcka	Boreotrophon truncatus	blötdjur	Art	12	Marin miljö (M) - Stor betydelse	CR	B1ab(i,ii,iii)
100499	smal skuggbagge	Boros schneideri	skalbaggar, insekt	Art	140	Skog (S) - Stor betydelse	VU	B2ab(i,iii,iv)
100500	rödvingad kapuschongbagge	Bostrichus capucinus	skalbaggar, insekt	Art	128	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse	VU	B2ab(iii)
100018	rördrom	Botaurus stellaris	fågel	Art	68880	Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse	NT	D1
100501	tallbarkbagge	Bothrideres bipunctatus	skalbaggar, insekt	Art	59	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	EN	B2ab(iii)
164	nordlåsbräken	Botrychium boreale	kärlväxt	Art	1532	Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse	NT	C2a(i)
165	topplåsbräken	Botrychium lanceolatum	kärlväxt	Art	1929	Jordbrukslandskap (J) - Stor betydelse, Fjäll (F) - Har betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse	VU	C2a(i)
222112	månlåsbräken	Botrychium lunaria	kärlväxt	Art	13389	Jordbrukslandskap (J) - Stor betydelse, Fjäll (F) - Har betydelse, Urban miljö (U) - Har betydelse	NT	A2bc+4abc
166	rutlåsbräken	Botrychium matricariifolium	kärlväxt	Art	1976	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse	VU	A2b; B2b(ii,iii,iv,v)c(iv); C2a(i)
167	höstlåsbräken	Botrychium multifidum	kärlväxt	Art	3248	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse	NT	A2bc+4abc
168	dvärglåsbräken	Botrychium simplex	kärlväxt	Art	0	Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse	EN	B2ab(i,ii,iii,iv,v)c(iii,iv); C1
264287	pysslinglåsbräken	Botrychium tenebrosum	kärlväxt	Art	0	Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse	EN	D
169	stor låsbräken	Botrychium virginianum	kärlväxt	Art	1514	Skog (S) - Stor betydelse	VU	C2a(i)
232653	druvgryn	Botrytella reinboldii	alg, kromist	Art	4	Marin miljö (M) - Stor betydelse	DD	
170	sumpäggsvamp	Bovista paludosa	svamp	Art	371	Våtmark (V) - Stor betydelse, Fjäll (F) - Har betydelse	NT	C2a(i)
102202	bombarderbagge	Brachinus crepitans	skalbaggar, insekt	Art	116	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse	VU	B2ab(iii,iv)
102386	sandfältspalpmal	Brachmia dimidiella	fjäril, insekt	Art	42	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse	EN	B1ab(ii,iii)+2ab(ii,iii)
100502	hornslamslända	Brachycercus harrisella	dagslända, insekt	Art	37	Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse	VU	B2ab(iii)
233422		Brachydiastylis resima	kräftdjur	Art	7	Marin miljö (M) - Stor betydelse	DD	
102526	arktisk savblomfluga	Brachyopa cinerea	tvåvinge, insekt	Art	4	Skog (S) - Stor betydelse, Havsstrand (H) - Har betydelse, Våtmark (V) - Har betydelse	VU	B2ab(iii)c(iv)
102527	boksavblomfluga	Brachyopa panzeri	tvåvinge, insekt	Art	18	Skog (S) - Stor betydelse	NT	B2b(iii)c(iv)
102528	större savblomfluga	Brachyopa vittata	tvåvinge, insekt	Art	2	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	EN	B2ab(iii)
6009361	större mulmblomfluga	Brachypalpus valgus	tvåvinge, insekt	Art	7	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse	VU	B2ab(iii)
101113	skatnävekokongvivel	Brachypera dauci	skalbaggar, insekt	Art	80	Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	VU	B2ab(iii,iv)c(iv)
101117	blodnävekokongvivel	Brachypera vidua	skalbaggar, insekt	Art	4	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse	NT	B1a+2a
100505		Brachyptera braueri	bäckslända, insekt	Art	48	Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse	VU	B2ab(ii,iii)
217998	spetstrubbsnatting	Brachystomia eulimoides	blötdjur	Art	7	Marin miljö (M) - Stor betydelse	VU	D2
100506	tallvedvivel	Brachytemnus porcatus	skalbaggar, insekt	Art	10	Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse	VU	B1ab(iii)+2ab(iii)
2759	dvärggräsmossa	Brachytheciastrum collinum	mossa	Art	37	Fjäll (F) - Stor betydelse, Skog (S) - Stor betydelse	NT	A3c; B2ab(iii,v); C2a(i)
2767	skiffergräsmossa	Brachytheciastrum trachypodium	mossa	Art	50	Fjäll (F) - Stor betydelse	NT	B2ab(iii,v)
347	alpin hårgräsmossa	Brachythecium cirrosum	mossa	Art	59	Fjäll (F) - Stor betydelse	EN	B2ab(ii,iii,v); C2a(i)
781	lockgräsmossa	Brachythecium geheebii	mossa	Art	12	Skog (S) - Stor betydelse	EN	D
2772	fjällgräsmossa	Brachythecium tauriscorum	mossa	Art	49	Fjäll (F) - Stor betydelse	NT	A3c
349	späd hårgräsmossa	Brachythecium tommasinii	mossa	Art	566	Skog (S) - Stor betydelse	NT	D1
104720		Brachyusa concolor	skalbaggar, insekt	Art	38	Våtmark (V) - Stor betydelse, Urban miljö (U) - Har betydelse	NT	B2b(iii)
100507		Branchinecta paludosa	kräftdjur	Art	100	Fjäll (F) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse	NT	B2ab(i,ii,iii,iv,v)
223825	åkerkål	Brassica rapa subsp. campestris	kärlväxt	Underart	3722	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse	NT	A2bc; B2ab(i,ii,iii,v)
241746	bilus	Braula coeca	tvåvinge, insekt	Art	0	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse	NT	B2ab(iii,iv,v)
172	fjällkrassing	Braya linearis	kärlväxt	Art	255	Fjäll (F) - Stor betydelse	NT	B2a
100508	sabelkardarspindel	Brommella falcigera	palpkäke	Art	2	Jordbrukslandskap (J) - Stor betydelse	VU	B2ab(iii)
178	skugglosta	Bromopsis ramosa	kärlväxt	Art	1153	Skog (S) - Stor betydelse	NT	B2ab(iii,v)
173	renlosta	Bromus arvensis	kärlväxt	Art	2633	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse	EN	B2ab(i,ii,iii,iv,v)c(iv)
175	brinklosta	Bromus commutatus	kärlväxt	Art	676	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse	EN	B2ab(i,ii,iii,iv,v)c(i,ii,iv)
1863	spädlosta	Bromus pseudosecalinus	kärlväxt	Art	42	Jordbrukslandskap (J) - Stor betydelse	CR	B1ab(v)+2ab(v); C2a(i,ii); D
177	ängslosta	Bromus racemosus	kärlväxt	Art	504	Jordbrukslandskap (J) - Stor betydelse	EN	B1ab(iii,iv)c(iv)+2ab(iii,iv)c(iv)
179	råglosta	Bromus secalinus	kärlväxt	Art	1981	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse	EN	B2ab(ii,iii,iv,v)c(i,iii,iv)
100513	rosenvingad gräshoppa	Bryodema tuberculata	hopprätvinge, insekt	Art	440	Jordbrukslandskap (J) - Stor betydelse	VU	B1ac(iv)+2ac(iv)
181	stor fotmossa	Bryoerythrophyllum alpigenum	mossa	Art	3	Fjäll (F) - Stor betydelse	VU	D1
235051	alpfotmossa	Bryoerythrophyllum rubrum	mossa	Art	0	Fjäll (F) - Stor betydelse	DD	
100733	blekgult lavfly	Bryophila domestica	fjäril, insekt	Art	251	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse	NT	B2ac(iv)
184	broktagel	Bryoria bicolor	svamp, lav	Art	1085	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	A3bc
185	violettgrå tagellav	Bryoria nadvornikiana	svamp, lav	Art	16652	Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse	NT	A2bc+3bc+4bc
186	glanstagel	Bryoria nitidula	svamp, lav	Art	79	Skog (S) - Stor betydelse	EN	D
187	stiftbroktagel	Bryoria smithii	svamp, lav	Art	0	Havsstrand (H) - Stor betydelse, Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	CR	D
188	långt broktagel	Bryoria tenuis	svamp, lav	Art	605	Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse	EN	A2bc+4bc
214647	purpurmossmal	Bryotropha purpurella	fjäril, insekt	Art	7	Jordbrukslandskap (J) - Stor betydelse	NT	B2ab(iii)
191	körsbärsbryum	Bryum blindii	mossa	Art	49	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse	NT	D1
192	potatisbryum	Bryum bornholmense	mossa	Art	10	Jordbrukslandskap (J) - Stor betydelse	NT	D1
233204	trubbryum	Bryum calophyllum	mossa	Art	23	Fjäll (F) - Stor betydelse, Våtmark (V) - Har betydelse	VU	D1
2308	rosenbryum	Bryum cryophilum	mossa	Art	87	Fjäll (F) - Stor betydelse	VU	B2ab(ii,iii,v); C2a(i)
195	stor silverbryum	Bryum funkii	mossa	Art	122	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse	EN	B2ab(ii,iii,v); C2a(i)
259205	lysbryum	Bryum gemmilucens	mossa	Art	3	Jordbrukslandskap (J) - Stor betydelse	DD	
2317	sjöbryum	Bryum knowltonii	mossa	Art	134	Sötvatten (L) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse	EN	B2ab(ii,iii,v)
2318	långskaftsbryum	Bryum longisetum	mossa	Art	33	Fjäll (F) - Stor betydelse, Våtmark (V) - Stor betydelse	NT	D1
2296	östersjöbryum	Bryum marratii	mossa	Art	58	Havsstrand (H) - Stor betydelse	EN	B2ab(ii,iii,iv,v)
2333	uddbryum	Bryum mildeanum	mossa	Art	80	Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse	NT	B2ab(iii,v); C2a(i)
2335	klippbryum	Bryum muehlenbeckii	mossa	Art	190	Jordbrukslandskap (J) - Har betydelse, Sötvatten (L) - Har betydelse	NT	C2a(i)
200	dvärgbryum	Bryum oblongum	mossa	Art	86	Jordbrukslandskap (J) - Stor betydelse	NT	D1
2903	päronbryum	Bryum sauteri	mossa	Art	2	Jordbrukslandskap (J) - Stor betydelse	NT	B2a; D1
203	karlsöbryum	Bryum torquescens	mossa	Art	1	Jordbrukslandskap (J) - Stor betydelse	RE	
204	halsbryum	Bryum turbinatum	mossa	Art	146	Jordbrukslandskap (J) - Stor betydelse, Sötvatten (L) - Har betydelse, Urban miljö (U) - Har betydelse	VU	B2ab(ii,iii,v); D1
2301	snedbryum	Bryum uliginosum	mossa	Art	132	Jordbrukslandskap (J) - Stor betydelse, Sötvatten (L) - Har betydelse, Våtmark (V) - Har betydelse	DD	
233266	skärgårdsbryum	Bryum warneum	mossa	Art	95	Havsstrand (H) - Stor betydelse, Fjäll (F) - Har betydelse	VU	C2a(i)
207	tegelbryum	Bryum wrightii	mossa	Art	24	Våtmark (V) - Stor betydelse	EN	D
100020	berguv	Bubo bubo	fågel	Art	9952	Havsstrand (H) - Stor betydelse, Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse	VU	D1
100093	fjälluggla	Bubo scandiacus	fågel	Art	1019	Fjäll (F) - Stor betydelse, Havsstrand (H) - Har betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse	CR	D
102797		Buccinum humphreysianum	blötdjur	Art	5	Marin miljö (M) - Stor betydelse	VU	D2
214030	almkronmal	Bucculatrix albedinella	fjäril, insekt	Art	23	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	NT	B2b(iii)
214025	kalkkronmal	Bucculatrix artemisiella	fjäril, insekt	Art	19	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse	NT	B2b(iii)
102389	alvarkronmal	Bucculatrix laciniatella	fjäril, insekt	Art	22	Jordbrukslandskap (J) - Stor betydelse	VU	B1b(iii)c(iv)+2b(iii)c(iv)
214027	sandkronmal	Bucculatrix ratisbonensis	fjäril, insekt	Art	21	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse	VU	B2ab(iii)
1335	stubbsopp	Buchwaldoboletus lignicola	svamp	Art	23	Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse	DD	
1784	jordskivlav	Buellia epigaea	svamp, lav	Art	45	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse	CR	D
100022	grönfläckig padda	Bufotes viridis	groddjur	Art	1361	Havsstrand (H) - Stor betydelse, Sötvatten (L) - Stor betydelse, Urban miljö (U) - Stor betydelse, Våtmark (V) - Stor betydelse, Brackvatten (B) - Har betydelse, Jordbrukslandskap (J) - Har betydelse	VU	A3ce
219848	sminkrot	Buglossoides arvensis	kärlväxt	Art	4822	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse	NT	A2b
981	vit sminkrot	Buglossoides arvensis var. arvensis	kärlväxt	Varietet	2107	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse	NT	A2bc
982	blå sminkrot	Buglossoides arvensis var. coerulescens	kärlväxt	Varietet	322	Jordbrukslandskap (J) - Stor betydelse	VU	D2
1244	tungticka	Buglossoporus quercinus	svamp	Art	200	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	EN	A2c+3c+4c; C2a(i)
100515	bronspraktbagge	Buprestis haemorrhoidalis	skalbaggar, insekt	Art	370	Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse	NT	B2ab(iii,iv)
100516	gulfläckig praktbagge	Buprestis novemmaculata	skalbaggar, insekt	Art	121	Skog (S) - Stor betydelse	VU	B2ab(iii,iv)
100518	glanspraktbagge	Buprestis splendens	skalbaggar, insekt	Art	1	Skog (S) - Stor betydelse	RE	
101591	pestskråpsfjädermott	Buszkoiana capnodactyla	fjäril, insekt	Art	6	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse	VU	B1ab(iii)+2ab(iii)
102110	fjällvråk	Buteo lagopus	fågel	Art	282465	Fjäll (F) - Stor betydelse, Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse	NT	C1
151	bronssopp	Butyriboletus appendiculatus	svamp	Art	515	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse	NT	C2a(i)
152	sommarsopp	Butyriboletus fechtneri	svamp	Art	482	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse	VU	A2c+3c+4c; C1+2a(i)
245628	granbronssopp	Butyriboletus subappendiculatus	svamp	Art	17	Skog (S) - Stor betydelse	DD	
233423		Byblis gaimardii	kräftdjur	Art	202	Marin miljö (M) - Stor betydelse	NT	B1b(ii,iii,v)+2b(ii,iii,v)
1786	trådöga	Byssoloma marginatum	svamp, lav	Art	11	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	CR	D
298	laxgröppa	Byssomerulius albostramineus	svamp	Art	194	Skog (S) - Stor betydelse	VU	A2c+3c+4c; C1+2a(i)
100520	fläckdyvel	Caccobius schreberi	skalbaggar, insekt	Art	10	Jordbrukslandskap (J) - Stor betydelse	RE	
102758		Cadulus subfusiformis	blötdjur	Art	0	Marin miljö (M) - Stor betydelse	DD	
217945		Caecum glabrum	blötdjur	Art	0	Marin miljö (M) - Stor betydelse	DD	
102881		Caenis macrura	dagslända, insekt	Art	8	Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse	NT	B2a
264390	ryssrör	Calamagrostis lapponica subsp. sibirica	kärlväxt	Underart	8	Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse	DD	
100523	rödaxlad lundknäppare	Calambus bipustulatus	skalbaggar, insekt	Art	342	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse	NT	B2ab(iii)
216129	grönt hedmarksfly	Calamia tridens	fjäril, insekt	Art	550	Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse	NT	B2ab(ii,iii,iv,v)c(iv)
103053	lappsparv	Calcarius lapponicus	fågel	Art	43549	Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse	VU	A2b
213	vedspik	Calicium abietinum	svamp, lav	Art	350	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	A2bc+3bc+4bc; D1
